"","x1","x2","x3","x4","x5","x6","x7","x8","y"
"1041",1,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
"1042",3,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
"1043",3,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
"1044",1,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
"1045",1,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
"1046",1,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
"1047",3,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
"1048",3,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
"1049",1,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
"1050",1,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
"1051",3,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
"1052",3,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
"1053",1,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
"1054",2,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
"1055",2,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
"1056",2,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
"1057",2,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
"1058",2,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
"1059",2,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
"1060",2,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
"1061",2,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
"1062",2,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6
"1063",2,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
"1064",2,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
"1065",2,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
"1066",2,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
"1067",2,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
"1068",2,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
"1069",2,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
"1070",2,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
"1071",2,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
"1072",2,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
"1073",2,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6
"1074",2,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
"1075",2,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
"1076",2,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6
"1077",2,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
"1078",2,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
"1079",2,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6
"1080",2,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
"1081",1,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
"1082",2,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
"1083",2,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
"1084",2,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
"1085",2,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7
"1086",2,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
"1087",2,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
"1088",2,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
"1089",2,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6
"1090",2,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
"1091",2,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
"1092",2,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
"1093",2,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
"1094",1,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
"1095",2,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6
"1096",2,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6
"1097",2,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
"1098",2,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
"1099",1,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
"1100",2,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7
"1101",2,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
"1102",2,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
"1103",1,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6
"1104",3,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
"1105",2,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
"1106",3,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
"1107",2,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
"1108",2,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8
"1109",2,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
"1110",1,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
"1111",2,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
"1112",2,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8
"1113",3,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
"1114",2,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
"1115",2,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
"1116",1,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
"1117",2,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
"1118",2,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
"1119",2,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
"1120",2,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
"1121",1,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
"1122",1,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
"1123",1,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
"1124",3,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
"1125",3,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
"1126",1,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
"1127",1,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
"1128",1,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
"1129",3,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
"1130",1,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
"1131",1,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
"1132",1,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
"1133",3,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
"1134",1,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
"1135",3,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
"1136",2,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
"1137",3,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
"1138",3,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
"1139",1,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
"1140",3,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
"1141",1,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
"1142",2,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
"1143",1,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
"1144",1,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
"1145",1,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
"1146",1,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
"1147",1,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
"1148",1,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
"1149",1,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
"1150",3,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9
"1151",1,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
"1152",1,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7
"1153",1,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
"1154",3,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
"1155",1,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
"1156",3,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
"1157",1,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
"1158",3,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
"1159",1,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
"1160",1,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10
"1161",3,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
"1162",1,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
"1163",1,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
"1164",1,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
"1165",1,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
"1166",3,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
"1167",3,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
"1168",1,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
"1169",1,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
"1170",3,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
"1171",3,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
"1172",1,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8
"1173",1,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
"1174",1,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
"1175",3,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
"1176",1,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
"1177",1,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
"1178",3,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
"1179",3,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
"1180",1,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
"1181",1,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
"1182",3,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
"1183",3,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
"1184",1,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
"1185",2,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
"1186",3,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
"1187",3,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
"1188",1,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
"1189",3,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
"1190",1,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12
"1191",3,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
"1192",1,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
"1193",1,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
"1194",1,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
"1195",3,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
"1196",3,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
"1197",3,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
"1198",1,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
"1199",1,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
"1200",3,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
"1201",3,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
"1202",1,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
"1203",1,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
"1204",3,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
"1205",1,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
"1206",1,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
"1207",3,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
"1208",3,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
"1209",1,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
"1210",3,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
"1211",2,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
"1212",2,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
"1213",2,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5
"1214",2,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
"1215",2,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
"1216",2,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
"1217",2,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5
"1218",2,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
"1219",2,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
"1220",2,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
"1221",2,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
"1222",2,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
"1223",2,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
"1224",2,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
"1225",2,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6
"1226",2,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5
"1227",2,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
"1228",2,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
"1229",2,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
"1230",2,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6
"1231",2,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
"1232",2,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
"1233",2,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
"1234",2,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
"1235",2,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5
"1236",2,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
"1237",2,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6
"1238",2,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
"1239",2,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
"1240",2,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7
"1241",2,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6
"1242",2,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8
"1243",2,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
"1244",2,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8
"1245",2,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
"1246",2,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
"1247",2,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
"1248",2,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
"1249",2,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
"1250",2,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5
"1251",2,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
"1252",2,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
"1253",2,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
"1254",2,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6
"1255",2,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
"1256",2,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
"1257",2,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
"1258",2,0.43,0.34,0,0.428,0.2065,0.086,0.115,8
"1259",2,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
"1260",2,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7
"1261",2,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
"1262",2,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
"1263",2,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8
"1264",3,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
"1265",2,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
"1266",2,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
"1267",2,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
"1268",3,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
"1269",2,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
"1270",2,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
"1271",2,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
"1272",2,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8
"1273",2,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
"1274",2,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
"1275",2,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
"1276",2,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9
"1277",2,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
"1278",2,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
"1279",2,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8
"1280",2,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7
"1281",1,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
"1282",2,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
"1283",1,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
"1284",2,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
"1285",2,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
"1286",2,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7
"1287",2,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
"1288",2,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
"1289",2,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
"1290",2,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
"1291",2,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
"1292",2,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
"1293",2,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
"1294",2,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
"1295",2,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9
"1296",2,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9
"1297",1,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
"1298",2,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
"1299",2,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
"1300",2,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9
"1301",2,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
"1302",2,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
"1303",2,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
"1304",3,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
"1305",1,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
"1306",3,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
"1307",2,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
"1308",2,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
"1309",3,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
"1310",2,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
"1311",2,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
"1312",2,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
"1313",3,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
"1314",1,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
"1315",2,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
"1316",2,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
"1317",1,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
"1318",2,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
"1319",2,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
"1320",2,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
"1321",2,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
"1322",2,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
"1323",3,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
"1324",2,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
"1325",2,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11
"1326",3,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
"1327",1,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
"1328",1,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
"1329",2,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10
"1330",2,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
"1331",3,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
"1332",1,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
"1333",2,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10
"1334",1,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
"1335",3,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
"1336",3,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
"1337",1,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
"1338",1,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
"1339",1,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
"1340",3,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
"1341",1,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
"1342",1,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
"1343",2,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
"1344",1,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
"1345",1,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
"1346",1,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10
"1347",1,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
"1348",2,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
"1349",1,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
"1350",1,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
"1351",3,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
"1352",3,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
"1353",1,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
"1354",1,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
"1355",2,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
"1356",3,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
"1357",3,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
"1358",1,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
"1359",2,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
"1360",1,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
"1361",2,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11
"1362",3,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
"1363",3,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
"1364",1,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
"1365",1,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
"1366",1,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
"1367",2,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
"1368",1,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
"1369",1,0.61,0.46,0.16,1,0.494,0.197,0.275,10
"1370",3,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
"1371",1,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
"1372",1,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
"1373",3,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
"1374",1,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
"1375",1,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
"1376",3,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
"1377",1,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
"1378",1,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
"1379",3,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
"1380",3,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
"1381",1,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
"1382",3,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
"1383",3,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
"1384",3,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
"1385",3,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
"1386",2,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
"1387",1,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
"1388",2,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
"1389",1,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
"1390",1,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
"1391",3,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
"1392",3,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
"1393",1,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
"1394",1,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
"1395",1,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
"1396",1,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
"1397",1,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
"1398",1,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
"1399",1,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
"1400",3,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
"1401",3,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
"1402",1,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
"1403",1,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
"1404",3,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
"1405",3,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
"1406",1,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
"1407",3,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
"1408",1,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
"1409",3,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
