"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","y"
"734",29.4761,26.26484,936,936,0,0,25147.9,22408.2,492,492,0,0,0,28,25,17,13,0,3163,38000
"735",19.00057,20.7445,1872,390,0,0,32421.2,7374.4,492,648,0,1,1,17,8,13,18,0,3164,32000
"736",9.11835,5.10678,1872,2080,0,0,15008.9,9682.1,492,648,0,0,1,28,30,11,5,0,3165,21948.5
"737",13.93524,0,1872,0,0,0,23778.1,0,492,0,80,0,3,37,28,5,7,0,3166,19960
"738",10.37412,8.50386,2080,2184,0,0,19668.5,16928.8,492,492,0,0,2,22,23,10,8,0,3173,30000
"739",10.3437,0,2028,0,0,0,19120.5,0,492,0,20,1,0,11,6,10,11,0,3175,15840
"740",13.07494,0,2340,0,1875,0,29762.7,0,492,0,0,0,1,31,24,13,12,0,3176,23870.36
"741",9.45534,0,2600,0,0,0,22408.2,0,492,0,0,1,0,13,8,8,9,0,3178,18000
"742",5.92939,0,2600,0,0,0,14052.1,0,492,0,50,1,0,10,9,10,10,0,3185,12500
"743",9.74078,0,1907,0,0,0,16928.8,0,492,0,20,1,0,11,7,8,9,0,3193,14240
"744",9.65158,0,2080,0,0,0,18298.6,0,492,0,80,0,1,41,36,5,6,0,3194,15960
"745",8.20652,0,2080,0,0,0,15558.9,0,492,0,250,0,2,40,38,5,6,0,3195,16000
"746",10.37412,0,2080,0,0,0,19668.5,0,492,0,50,0,1,25,19,17,15,0,3196,16600
"747",11.09665,0,2080,0,0,0,21038.4,0,492,0,0,0,0,45,39,5,6,0,3201,17000
"748",8.20652,6.42676,2080,1040,0,0,15558.9,6092.3,492,648,50,1,2,28,26,5,5,1,3202,19600
"749",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,1,0,7,6,17,15,1,3204,18000
"750",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,0,0,38,35,5,6,1,3209,18000
"751",8.92905,6.03892,2080,2080,0,0,16928.8,11449.3,492,492,0,0,1,23,20,8,8,1,3211,24000
"752",10.37412,5.3576,2080,780,0,0,19668.5,3809.1,492,648,0,0,0,38,34,5,5,1,3214,20000
"753",8.92905,0,2080,0,0,0,16928.8,0,492,0,0,1,0,34,22,5,7,1,3226,26000
"754",4.34839,0,2184,0,0,0,8656.4,0,648,0,110,0,1,45,41,0,3,0,3234,15320
"755",25.46203,0,936,0,0,0,21723.3,0,492,0,110,0,0,34,32,17,15,0,3235,18820
"756",8.56779,0,2080,0,0,0,16243.8,0,492,0,0,2,0,23,15,5,7,0,3236,29819.86
"757",8.92905,0,2080,0,0,0,16928.8,0,492,0,80,2,0,9,5,13,13,0,3240,14960
"758",7.73687,7.04617,2080,1248,0,0,14668.5,8015.4,492,648,0,2,0,25,30,8,5,0,3244,19850
"759",15.48386,8.94333,1248,607,0,0,17613.7,4945.5,492,648,0,0,1,23,16,13,13,0,3249,19500
"760",9.13162,0,1040,0,0,0,8656.4,0,648,0,160,0,2,23,22,5,7,0,3250,12920
"761",10.15037,0,2496,0,0,0,23093.2,0,492,0,20,0,0,35,30,5,7,0,3251,18740
"762",10.72398,15.13946,1872,1872,0,0,18298.6,25832.9,492,492,0,0,0,11,10,16,18,0,3255,37300
"763",12.38709,0,1560,0,0,6230.77,17613.7,6230.8,492,648,0,0,0,41,41,5,5,0,3257,42368
"764",8.92905,0,2080,0,0,10897.44,16928.8,10897.4,492,648,0,0,0,29,29,5,5,0,3265,23748
"765",8.41694,8.41694,2028,2028,0,0,15558.9,15558.9,492,492,0,1,1,19,14,8,8,0,3280,26000
"766",10.64012,0,2028,0,0,0,19668.5,0,492,0,0,0,1,22,21,14,13,0,3284,39232.02
"767",8.92905,0,2080,0,0,0,16928.8,0,492,0,110,0,2,26,25,8,9,0,3286,18274.55
"768",7.72127,0,2600,0,0,0,18298.6,0,492,0,0,0,0,39,37,6,7,0,3287,38449.92
"769",7.67588,6.93483,2028,2028,0,0,14189,12819.2,492,492,0,0,2,35,32,5,2,0,3288,23000
"770",0,6.18343,0,2080,12671.23,0,12671.2,11723.3,648,492,0,0,0,41,40,8,5,0,3290,21248
"771",9.65158,0,2080,0,0,0,18298.6,0,492,0,0,0,0,43,39,5,6,0,3292,15000
"772",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,0,0,44,41,5,6,0,3294,22200
"773",9.19198,0,2184,0,0,0,18298.6,0,492,0,0,0,1,30,28,8,9,0,3296,24748
"774",9.65158,0,2080,0,0,0,18298.6,0,492,0,140,0,1,32,21,10,10,0,3299,16900
"775",26.14237,0,2340,0,0,0,55759.3,0,492,0,0,0,0,29,25,17,15,1,3302,40000
"776",37.83182,0,2600,0,0,0,89657.6,0,492,0,0,0,0,25,24,17,15,1,3307,60000
"777",13.04108,12.44124,2600,1976,0,0,30906.1,22408.2,492,492,0,0,0,26,24,13,13,1,3309,42000
"778",11.09665,10.37412,2080,2080,0,0,21038.4,19668.5,492,492,0,0,0,45,43,5,5,1,3311,53000
"779",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,0,1,35,36,8,8,1,3314,68000
"780",12.32961,12.32961,1872,1872,4500,0,25538.4,21038.4,492,492,0,0,0,32,27,13,17,1,3317,38785
"781",0,14.96797,0,1040,19794.52,0,19794.5,14189,648,492,0,0,0,41,31,13,13,1,3318,65248
"782",16.71934,11.5268,2028,1872,0,0,30474.1,19668.5,492,492,0,0,0,13,11,17,17,1,3319,40146.88
"783",19.49801,0,2080,0,0,0,36966.7,0,492,0,0,0,0,5,3,19,17,1,3320,28000
"784",14.31974,0,2600,0,0,0,33936.4,0,492,0,0,0,0,37,35,8,8,1,3321,47000
"785",15.50219,11.68068,2080,1976,0,0,29390.9,21038.4,492,492,0,0,0,33,28,8,8,1,3324,40000
"786",16.30135,9.65158,2080,2080,0,0,30906.1,18298.6,492,492,0,0,0,40,36,5,5,1,3327,39000
"787",16.30135,0,2080,0,0,0,30906.1,0,492,0,0,0,0,41,36,8,8,1,3330,66260
"788",18.73561,10.41747,2080,2080,0,0,35521.2,19750.7,492,492,0,1,0,13,12,8,8,1,3331,43106
"789",11.5268,11.5268,1872,1872,0,0,19668.5,19668.5,492,492,0,1,1,23,11,17,17,1,3332,32000
"790",16.30135,9.65158,2080,2080,0,0,30906.1,18298.6,492,492,0,0,1,25,23,8,8,1,3333,39000
"791",31.43056,0,2080,0,0,0,59589.8,0,492,0,0,0,0,28,29,13,12,1,3339,42260
"792",15.50219,0,2080,0,0,0,29390.9,0,492,0,0,1,0,22,15,8,9,1,3343,23000
"793",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,0,0,39,34,8,8,1,3346,18000
"794",13.26424,0,2080,0,0,0,25147.9,0,492,0,0,0,0,37,36,8,8,1,3347,54000
"795",31.52652,0,3120,0,0,0,89657.6,0,492,0,0,0,0,32,29,17,15,1,3349,60000
"796",19.49801,0,2080,0,0,0,36966.7,0,492,0,0,1,0,20,20,13,12,1,3350,28000
"797",22.20667,16.31809,1976,1976,0,0,39997,29390.9,492,492,0,0,1,26,19,13,13,1,3354,53000
"798",30.67998,12.32961,2600,1872,0,0,72708.5,21038.4,492,492,0,0,1,16,13,17,17,1,3355,67000
"799",10.73538,0,2080,0,0,0,20353.4,0,492,0,0,1,0,22,17,8,9,1,3360,16500
"800",11.5268,11.5268,1872,1872,0,0,19668.5,19668.5,492,492,0,0,1,18,17,13,13,1,3361,32000
"801",26.5552,13.96236,2028,1976,0,0,49087.9,25147.9,492,492,0,0,1,34,31,13,13,1,3363,56000
"802",23.44038,0,1872,0,0,0,39997,0,492,0,0,0,1,37,28,13,12,1,3366,64000
"803",15.48348,13.96236,1976,1976,0,0,27887.7,25147.9,492,492,0,0,0,29,26,13,13,1,3374,42000
"804",17.15932,9.65158,1976,2080,0,0,30906.1,18298.6,492,492,0,0,0,26,24,13,13,1,3376,39000
"805",19.33064,24.65922,2184,936,0,0,38481.8,21038.4,492,492,0,0,2,21,17,20,17,0,3381,46000
"806",6.83877,0,2496,0,0,0,15558.9,0,492,0,0,0,0,35,28,6,7,0,3390,13000
"807",8.86113,0,1040,0,0,0,7400,0,648,0,250,1,2,35,27,5,7,0,3391,17648
"808",9.45534,0,2600,0,0,0,22408.2,0,492,0,0,0,1,18,18,10,10,0,3393,18000
"809",17.89968,0,2080,0,0,0,33936.4,0,492,0,0,0,2,24,23,13,12,0,3397,26000
"810",11.20567,0,1872,0,0,0,19120.5,0,492,0,20,1,0,16,12,13,12,0,3399,15840
"811",9.87961,11.5268,3432,1872,0,0,30906.1,19668.5,492,492,0,0,0,39,28,8,15,0,3401,49048
"812",8.94615,0,2496,0,0,0,20353.4,0,492,0,50,0,1,31,27,5,7,0,3402,17100
"813",23.05359,23.05359,936,936,0,0,19668.5,19668.5,492,492,0,0,0,34,33,18,19,0,3406,32000
"814",16.28621,0,2184,0,0,0,32421.2,0,492,0,0,0,0,27,25,19,16,0,3407,25000
"815",11.12539,0,1872,0,0,0,18983.6,0,492,0,80,0,0,32,25,14,13,0,3415,16460
"816",9.92117,0,1872,0,0,0,16928.8,0,492,0,80,1,1,18,17,18,16,0,3416,14960
"817",23.05359,0,936,0,0,0,19668.5,0,492,0,110,0,1,27,23,19,16,0,3420,17320
"818",9.92117,9.11835,1872,1872,0,0,16928.8,15558.9,492,492,0,0,0,43,38,8,8,0,3422,45000
"819",10.72398,10.72398,1872,1872,0,0,18298.6,18298.6,492,492,0,0,0,47,48,8,5,0,3425,30000
"820",9.11835,0,1872,0,0,0,15558.9,0,492,0,0,0,0,47,45,8,8,0,3426,25000
"821",15.59841,0,2600,0,0,0,36966.7,0,492,0,0,0,1,32,26,7,8,0,3427,28000
"822",14.70931,0,2080,0,0,0,27887.7,0,492,0,0,0,0,41,38,5,6,0,3434,37600
"823",10.03337,0,2600,0,0,0,23778.1,0,492,0,0,0,0,49,45,8,8,0,3438,19000
"824",16.72228,0,1560,0,0,0,23778.1,0,492,0,80,0,3,29,24,8,9,0,3440,19960
"825",13.98678,8.20652,2080,2080,0,0,26517.8,15558.9,492,492,0,1,2,24,23,13,14,0,3441,43423
"826",12.06448,13.23859,1664,1664,0,0,18298.6,20079.5,492,492,0,1,0,8,10,19,13,0,3443,31300
"827",9.65158,0,2080,0,0,0,18298.6,0,492,0,80,1,1,15,13,14,13,0,3447,15960
"828",10.40286,0,1872,0,0,0,17750.7,0,492,0,80,0,2,27,23,9,9,0,3460,15560
"829",8.20652,0,2080,0,0,0,15558.9,0,492,0,50,0,0,36,31,5,7,0,3461,13600
"830",10.66313,9.92117,2080,1872,0,0,20216.4,16928.8,492,492,0,2,1,21,14,13,13,0,3462,30400
"831",10.72398,0,1872,0,0,0,18298.6,0,492,0,140,1,2,23,18,5,7,0,3463,16680
"832",11.20567,0,1872,0,0,0,19120.5,0,492,0,80,0,2,26,18,8,9,0,3464,16560
"833",20.09175,0,2184,0,0,0,39997,0,492,0,0,0,2,19,17,18,16,0,3466,30000
"834",8.50386,0,2184,0,0,0,16928.8,0,492,0,0,0,0,43,35,5,6,0,3468,14000
"835",11.68736,0,1872,0,0,0,19942.5,0,492,0,50,0,2,26,22,13,12,0,3469,16800
"836",9.3408,0,1092,0,0,0,9297.4,0,648,0,230,1,2,21,18,5,7,0,3470,11260
"837",10.74471,0,2288,0,0,0,22408.2,0,492,0,0,0,1,19,13,8,9,0,3471,18000
"838",8.62987,0,1387,0,0,0,10907.7,0,492,0,60,0,0,44,39,5,6,0,3475,10320
"839",16.87707,12.32961,2600,1872,10500,0,50497,21038.4,492,492,0,0,0,31,26,19,18,1,3476,90395.21
"840",8.013,0,3068,0,0,0,22408.2,0,492,0,0,0,0,10,6,13,13,1,3484,18000
"841",14.31974,31.70471,2600,728,0,0,33936.4,21038.4,492,492,0,0,1,15,12,19,18,1,3490,43000
"842",10.27755,0,2392,0,0,0,22408.2,0,492,0,0,0,0,49,40,5,6,1,3498,18000
"843",18.19096,0,1517,0,0,0,25147.9,0,492,0,0,0,1,25,23,14,13,0,3501,20000
"844",10.72398,0,1872,0,0,0,18298.6,0,492,0,0,0,0,38,34,8,8,0,3503,27500
"845",10.32257,0,1872,0,0,0,17613.7,0,492,0,80,0,2,27,21,9,9,0,3504,15460
"846",8.31554,5.82447,1872,1872,0,0,14189,9938.5,492,648,0,1,1,11,10,13,14,0,3505,21000
"847",8.31554,0,1872,0,0,0,14189,0,492,0,120,0,1,54,47,2,4,0,3506,23440
"848",9.88011,0,2184,0,0,0,19668.5,0,492,0,50,2,0,19,10,6,8,0,3507,16600
"849",9.60486,0,2184,0,0,0,19120.5,0,492,0,0,0,0,10,8,9,10,0,3508,15600
"850",7.81573,0,2184,0,0,0,15558.9,0,492,0,170,2,1,18,14,9,10,0,3509,15040
"851",8.50386,0,2184,0,0,0,16928.8,0,492,0,80,1,1,22,17,7,8,0,3510,14960
"852",6.70991,0,1872,0,0,0,11449.3,0,492,0,0,0,1,41,36,7,8,0,3511,23000
"853",9.11835,8.31554,1872,1872,0,0,15558.9,14189,492,492,0,0,0,8,11,9,6,0,3512,25000
"854",10.72398,0,1872,0,0,0,18298.6,0,492,0,140,0,2,27,24,9,9,0,3513,16680
"855",11.5268,10.72398,1872,1872,0,0,19668.5,18298.6,492,492,0,0,0,47,45,8,8,0,3514,31000
"856",11.9282,0,1872,0,0,0,20353.4,0,492,0,50,0,0,42,38,8,8,0,3515,17100
"857",7.39777,0,3120,0,0,0,21038.4,0,492,0,0,0,0,52,49,5,6,0,3516,17000
"858",9.92117,0,1872,0,0,0,16928.8,0,492,0,20,1,0,18,12,8,9,0,3517,14240
"859",9.88011,0,2184,0,0,0,19668.5,0,492,0,0,0,0,47,44,5,6,0,3518,38750
"860",11.25636,0,2184,0,0,0,22408.2,0,492,0,20,2,0,22,18,5,7,0,3519,18240
"861",9.51976,0,1872,0,0,0,16243.8,0,492,0,50,0,0,42,38,8,8,0,3520,14100
"862",9.92117,0,1872,0,0,0,16928.8,0,492,0,0,0,0,38,36,8,8,0,3524,24000
"863",11.5268,0,1872,0,0,0,19668.5,0,492,0,50,0,1,29,26,8,9,0,3525,16600
"864",10.72398,21.44796,1872,936,0,0,18298.6,18298.6,492,492,0,0,0,10,8,13,13,0,3526,30000
"865",16.5803,4.56581,1664,2080,0,0,25147.9,8656.4,492,648,0,0,0,13,12,10,8,0,3538,28000
"866",16.62102,0,2080,0,0,0,31512.1,0,492,0,0,1,0,16,12,8,9,0,3539,24400
"867",13.98678,0,2080,0,0,0,26517.8,0,492,0,0,1,1,11,8,13,13,0,3550,21000
"868",10.37412,0,2080,0,0,0,19668.5,0,492,0,0,0,0,41,42,11,10,0,3551,16000
"869",10.33479,10.94549,3120,2383,0,0,29390.9,23778.1,492,492,0,1,0,6,3,17,17,0,3555,42000
"870",10.15956,0,1976,0,0,0,18298.6,0,492,0,80,0,2,27,16,8,9,0,3556,15960
"871",8.92905,0,2080,0,0,0,16928.8,0,492,0,80,0,2,19,22,13,12,0,3558,15310
"872",9.65158,0,2080,0,0,0,18298.6,0,492,0,80,0,1,30,27,5,7,0,3559,20960
"873",14.00886,0,2184,0,0,0,26637.7,0,492,0,0,0,1,38,28,5,7,0,3560,22337.5
"874",11.81918,8.13016,2080,468,0,0,22408.2,3468.2,492,648,0,0,2,19,19,9,8,0,3561,21700
"875",0,39.39727,0,624,22465.75,7564.1,22465.8,29972.3,648,492,0,0,0,41,38,12,18,0,3564,41581.73
"876",8.20652,0,2080,0,0,0,15558.9,0,492,0,50,1,0,29,17,5,7,0,3566,28600
"877",9.11835,6.70991,1872,1872,0,0,15558.9,11449.3,492,492,0,0,1,33,33,8,5,0,3570,27431.82
"878",7.14324,5.24203,2600,2080,0,0,16928.8,9938.5,492,648,0,0,0,12,17,8,5,0,3574,28318.18
"879",15.34279,0,2860,0,450,0,38447,0,492,0,0,0,1,19,18,13,12,0,3575,43127
"880",9.65158,0,2080,0,0,0,18298.6,0,492,0,0,0,0,44,42,5,6,0,3576,26000
"881",13.24693,0,1062,0,0,0,12819.2,0,492,0,20,0,0,10,3,13,13,0,3656,15893.41
"882",9.45534,0,2600,0,0,0,22408.2,0,492,0,170,1,3,21,17,10,10,0,3662,20040
"883",5.24203,0,2080,0,0,0,9938.5,0,648,0,90,1,0,11,9,5,7,0,3665,10080
"884",6.03892,10.74308,2080,884,0,0,11449.3,8656.4,492,648,110,1,3,22,17,8,8,0,3678,19320
"885",11.05354,0,2496,0,0,0,25147.9,0,492,0,0,0,2,38,29,5,7,0,3679,20000
"886",8.6451,4.48718,2496,312,0,0,19668.5,1276.1,492,277,110,0,3,30,28,5,5,0,3682,18720
"887",7.87945,0,3120,0,0,0,22408.2,0,492,0,20,0,2,24,15,8,9,0,3683,18240
"888",6.83877,6.83877,2496,2496,0,0,15558.9,15558.9,492,492,0,0,3,37,35,5,5,0,3684,42000
"889",19.99796,0,2028,0,0,0,36966.7,0,492,0,0,0,1,33,28,10,10,0,3685,28000
"890",13.4468,0,1560,0,0,0,19120.5,0,492,0,80,1,1,14,11,14,13,0,3687,16560
"891",17.62308,0,1924,0,0,0,30906.1,0,492,0,0,0,2,15,12,13,12,0,3688,24000
"892",5.54369,0,2808,0,0,0,14189,0,492,0,0,0,0,8,5,8,9,0,3689,12000
"893",11.60042,0,2184,0,0,0,23093.2,0,492,0,80,1,2,18,12,8,9,0,3691,19460
"894",12.54171,0,2080,0,0,0,23778.1,0,492,0,20,0,1,33,32,10,10,0,3695,19240
"895",5.24203,0,2080,0,0,0,9938.5,0,648,0,0,0,0,44,43,5,6,0,3696,26000
"896",7.93693,0,2340,0,0,0,16928.8,0,492,0,140,1,2,22,20,13,12,0,3698,15680
"897",7.12761,0,2184,0,0,0,14189,0,492,0,50,0,1,21,21,8,9,0,3701,12600
"898",6.91608,0,3120,0,0,0,19668.5,0,492,0,50,0,0,32,30,8,9,0,3704,16600
"899",8.11732,0,2288,0,0,0,16928.8,0,492,0,20,0,0,40,37,5,6,0,3712,14240
"900",6.83877,0,2496,0,0,0,15558.9,0,492,0,170,2,1,26,14,5,7,0,3727,15040
"901",5.47101,0,3120,0,0,0,15558.9,0,492,0,320,1,3,29,23,5,7,0,3728,23338
"902",29.41017,0,2080,0,0,0,55759.3,0,492,0,0,1,0,23,24,13,12,0,3729,40000
"903",9.92117,0,1872,0,0,0,16928.8,0,492,0,80,0,1,43,27,13,12,0,3733,14960
"904",15.48348,0,1976,0,0,0,27887.7,0,492,0,0,0,1,30,27,8,9,0,3736,22000
"905",11.81918,0,2080,0,0,0,22408.2,0,492,0,20,1,1,20,20,13,12,0,3738,18240
"906",9.97865,9.97865,1560,1560,0,0,14189,14189,492,492,0,0,2,24,22,15,17,0,3742,24000
"907",11.76745,0,2600,0,0,0,27887.7,0,492,0,0,0,2,19,17,17,15,0,3745,22000
"908",7.44088,0,2496,0,0,0,16928.8,0,492,0,140,1,1,30,25,8,9,0,3746,15680
"909",6.83877,0,2496,0,0,0,15558.9,0,492,0,110,0,1,35,37,5,6,0,3749,14320
"910",9.84932,0,2496,0,0,0,22408.2,0,492,0,0,0,1,25,22,8,9,0,3750,18000
"911",7.48399,0,2080,0,0,0,14189,0,492,0,110,1,1,14,10,10,10,0,3751,15820
"912",8.71695,8.31554,1872,1872,0,0,14874,14189,492,492,0,0,0,21,16,13,13,0,3812,24500
"913",8.20652,9.11835,2080,1872,0,0,15558.9,15558.9,492,492,0,1,0,15,7,13,13,0,3820,26000
"914",7.61581,0,2340,0,0,0,16243.8,0,492,0,0,0,0,10,12,13,12,0,3823,13500
"915",9.84932,0,2496,0,0,0,22408.2,0,492,0,0,0,1,39,22,5,7,0,3830,18000
"916",9.92117,10.72398,1872,1872,0,0,16928.8,18298.6,492,492,0,0,0,33,30,8,12,0,3833,29000
"917",9.29032,9.11835,2080,1872,0,0,17613.7,15558.9,492,492,0,0,0,31,19,8,12,0,3835,27500
"918",7.93693,6.76146,2340,2080,0,0,16928.8,12819.2,492,492,0,0,1,28,27,13,7,0,3837,35575.27
"919",8.20652,4.17356,2080,1300,0,0,15558.9,4945.5,492,648,0,1,0,12,11,8,8,0,3840,18000
"920",8.20652,7.14324,2080,2600,0,0,15558.9,16928.8,492,492,0,1,0,17,22,5,5,0,3841,27000
"921",7.68172,0,2496,0,0,0,17476.7,0,492,0,20,0,1,22,19,5,7,0,3842,14640
"922",7.48399,0,2080,0,0,10897.44,14189,10897.4,492,648,0,0,1,46,37,5,5,0,3843,21748
"923",8.92905,0,2080,0,0,0,16928.8,0,492,0,80,0,2,21,21,13,12,0,3848,14960
"924",21.09634,0,2080,0,0,0,39997,0,492,0,0,0,0,29,26,8,9,1,3879,30000
"925",10.15956,9.65158,1976,2080,0,0,18298.6,18298.6,492,492,0,1,0,11,21,13,5,1,3881,30000
"926",8.20652,0,2080,0,0,6064.1,15558.9,6064.1,492,648,0,0,0,48,47,5,5,1,3883,42928
"927",11.96369,7.86304,2080,1387,0,0,22682.2,9938.5,492,648,0,0,0,45,43,5,5,1,3884,27200
"928",17.10052,0,2080,0,0,0,32421.2,0,492,0,0,2,0,6,13,13,12,1,3888,25000
"929",11.81918,8.72589,2080,1040,0,0,22408.2,8271.8,492,648,0,0,2,28,19,8,8,1,3890,25700
"930",7.9428,0,2080,0,0,0,15058.9,0,492,0,50,0,1,24,25,8,9,1,3891,13235
"931",23.43674,15.36906,2444,1404,720,0,52930.2,19668.5,492,492,0,1,0,17,12,17,17,1,3895,74570.8
"932",14.70931,18.91069,2080,1300,0,0,27887.7,22408.2,492,492,0,0,1,19,20,13,19,1,3897,40000
"933",14.00886,12.85351,2184,520,0,0,27887.7,6092.3,492,648,0,1,0,15,19,13,8,1,3899,28000
"934",13.04108,9.65158,2600,2080,37.5,0,30943.6,18298.6,492,492,0,0,0,38,31,6,7,1,3900,39037.25
"935",9.21806,10.24229,2080,1872,0,0,17476.7,17476.7,492,492,0,0,1,17,11,8,8,0,3903,28800
"936",5.51412,0,2496,0,0,0,12545.2,0,492,0,140,2,0,13,11,8,9,0,3904,12480
"937",8.63844,0,1976,0,0,0,15558.9,0,492,0,250,1,1,36,27,5,7,0,3905,16000
"938",6.61695,0,2080,0,0,0,12545.2,0,492,0,200,1,2,23,23,12,11,0,3907,13200
"939",18.11261,0,1872,0,0,0,30906.1,0,492,0,0,0,1,37,30,8,9,0,3909,24000
"940",20.48459,20.48459,936,936,0,0,17476.7,17476.7,492,492,0,1,0,8,5,18,18,0,3916,28800
"941",10.24229,0,1872,0,0,0,17476.7,0,492,0,0,0,0,12,8,13,13,0,3917,14400
"942",15.75891,0,1560,0,0,0,22408.2,0,492,0,20,1,1,20,10,13,12,0,3918,18240
"943",9.27892,8.31554,1872,1872,0,0,15832.9,14189,492,492,0,2,0,12,9,13,13,0,3920,25200
"944",7.48399,0,2080,0,0,0,14189,0,492,0,110,1,1,26,25,8,9,0,3923,13320
"945",9.21806,0,2080,0,0,0,17476.7,0,492,0,20,0,0,36,35,8,8,0,3924,14640
"946",8.04246,0,936,0,0,0,6861.5,0,648,0,90,1,0,9,9,8,9,0,3925,7680
"947",11.20567,8.79055,1872,1976,0,0,19120.5,15832.9,492,492,0,0,2,20,18,13,13,0,3926,28800
"948",14.17509,8.92905,2392,2080,0,0,30906.1,16928.8,492,492,0,1,0,15,17,11,8,1,3927,38000
"949",20.52422,9.65158,1976,2080,0,0,36966.7,18298.6,492,492,0,0,0,38,34,5,5,1,3928,79000
"950",19.99796,0,2028,0,0,0,36966.7,0,492,0,0,1,0,13,12,13,12,1,3929,28000
"951",19.683,10.37412,1976,2080,0,0,35451.5,19668.5,492,492,0,0,0,20,18,13,13,1,3931,43000
"952",51.13329,0,1560,0,0,0,72708.5,0,492,0,0,1,0,24,20,13,12,1,3932,50000
"953",18.84177,10.92012,1976,1976,0,0,33936.4,19668.5,492,492,0,0,2,24,23,8,8,1,3933,42000
"954",17.89968,0,2080,0,0,0,33936.4,0,492,0,0,0,0,37,36,8,8,1,3934,71000
"955",10.15956,9.399,1976,1976,0,0,18298.6,16928.8,492,492,0,0,0,10,10,11,8,1,3935,29000
"956",19.88853,0,1872,0,0,0,33936.4,0,492,0,0,0,0,37,34,8,8,1,3936,42000
"957",30.95807,11.5268,1976,1872,0,0,55759.3,19668.5,492,492,0,0,0,25,19,17,17,1,3937,56000
"958",11.5268,11.5268,1872,1872,0,0,19668.5,19668.5,492,492,0,1,1,23,13,17,17,1,3939,32000
"959",11.68068,0,1976,0,0,0,21038.4,0,492,0,0,0,0,41,32,8,9,1,3940,47000
"960",18.00054,0,1976,0,0,0,32421.2,0,492,0,0,0,0,37,32,8,9,1,3942,73500
"961",22.20667,10.37412,1976,2080,0,0,39997,19668.5,492,492,0,0,0,37,36,13,8,1,3946,62000
"962",18.69885,13.26424,2080,2080,0,0,35451.5,25147.9,492,492,0,0,0,30,27,13,13,1,3948,47000
"963",9.65158,9.65158,2080,2080,0,0,18298.6,18298.6,492,492,0,0,0,42,36,5,5,1,3949,30000
"964",15.48348,0,1976,0,0,0,27887.7,0,492,0,0,0,0,37,35,8,8,1,3951,53000
"965",10.72398,0,1872,0,0,0,18298.6,0,492,0,0,0,0,33,33,13,12,0,3956,25800
"966",8.31554,5.36496,1872,1508,3150,0,17339,7374.4,492,648,0,0,2,29,18,11,12,0,3958,33929.32
"967",10.72398,9.47604,1872,1248,0,0,18298.6,10779.5,492,492,0,0,1,20,28,14,5,0,3959,24500
"968",11.81918,0,2080,0,0,0,22408.2,0,492,0,80,0,0,39,34,5,6,0,3961,18960
"969",9.45534,0,2600,0,0,0,22408.2,0,492,0,20,0,2,25,23,8,9,0,3969,18240
"970",12.16241,0,2392,0,0,0,26517.8,0,492,0,0,1,0,12,10,13,12,0,3972,21000
"971",0,9.11835,0,1872,10897.44,0,10897.4,15558.9,648,492,0,0,0,51,48,3,5,0,3973,31248
"972",9.92117,0,1872,0,0,0,16928.8,0,492,0,140,0,2,28,23,5,7,0,3974,15680
"973",17.15932,0,1976,0,0,0,30906.1,0,492,0,0,0,0,27,23,13,12,1,3977,24400
"974",13.26424,0,2080,0,0,0,25147.9,0,492,0,0,0,0,35,34,8,8,1,3978,52000
"975",13.04108,9.65158,2600,2080,0,0,30906.1,18298.6,492,492,0,0,0,13,10,8,8,1,3982,39000
"976",16.30135,14.70931,2080,2080,0,0,30906.1,27887.7,492,492,0,0,0,26,24,13,13,1,3983,46000
"977",9.02097,8.92905,2392,2080,0,0,19668.5,16928.8,492,492,0,0,0,38,34,5,5,1,3986,30000
"978",16.31809,0,1976,0,0,0,29390.9,0,492,0,0,2,0,20,11,13,12,1,3987,23000
"979",24.9585,0,2600,0,0,0,59149.2,0,492,0,0,1,0,17,16,17,15,1,3988,42000
"980",11.5268,11.5268,1872,1872,0,0,19068.5,19668.5,492,492,0,0,0,20,17,13,13,1,3989,32162
"981",14.70931,9.65158,2080,2080,0,0,27887.7,18298.6,492,492,0,0,1,23,20,8,8,1,3991,37000
"982",15.50219,10.37412,2080,2080,0,0,28790.9,19668.5,492,492,0,1,0,19,11,13,13,1,3992,39204
"983",13.26424,9.89906,2080,2028,0,0,25147.9,18298.6,492,492,0,0,0,30,25,13,13,1,3993,35000
"984",13.98678,0,2080,0,0,0,26517.8,0,492,0,0,0,0,44,40,8,8,1,3994,43000
"985",11.81918,0,2080,0,0,0,22408.2,0,492,0,0,0,1,22,13,8,9,1,3995,18000
"986",15.89748,0,1976,0,0,0,28633.3,0,492,0,0,0,0,37,32,13,12,1,3999,23500
"987",11.81918,10.92012,2080,1976,0,0,22408.2,19668.5,492,492,0,0,0,19,12,8,13,1,4000,34000
"988",8.20652,0,2080,0,0,0,15558.9,0,492,0,50,0,0,47,41,8,8,0,4006,13600
